"PRODUCT_ID","STORE_ID","CURRENT_KPI"
"X002",1294,65097.4605092715
"X002",1295,63050.2463449773
"X002",1296,54724.8545414832
"X002",1297,60740.7821300561
"X002",1298,65251.6904612101
"X002",1299,65254.1102733959
"X002",1300,65226.1733340498
"X003",1201,40346.327095799
"X003",1202,35621.6156539417
"X003",1203,35571.8687381087
"X003",1204,31007.3208096306
"X003",1205,50061.6750321907
"X003",1206,35555.2595014916
"X003",1207,35476.6256971328
"X003",1208,44370.7728653579
"X003",1209,33308.9293967647
"X003",1210,49136.1248678043
"X003",1211,30901.3526429539
"X003",1212,50020.283912778
"X003",1213,38091.930323442
"X003",1214,47659.796391091
"X003",1215,46171.1562054415
"X003",1216,46255.6995254895
"X003",1217,47837.459115713
"X003",1218,47925.1085994246
"X003",1219,46332.8691534824
"X003",1220,42414.0206323187
"X003",1221,33341.2741845146
"X003",1222,38044.1155386421
"X003",1223,47636.1644617808
"X003",1224,31001.5151356663
"X003",1225,33426.7391803675
"X003",1226,38100.3786490203
"X003",1227,40138.7041810921
"X003",1228,50202.0721571868
"X003",1229,46312.5942101788
"X003",1230,38137.5801983859
"X003",1231,47856.7425613724
"X003",1232,37992.7182155582
"X003",1233,50055.3021925069
"X003",1234,30890.4045729562
"X003",1235,49107.0908796039
"X003",1236,46151.2099839959
"X003",1237,40082.7204809381
"X003",1238,49010.9810185216
"X003",1239,47660.6928038242
"X003",1240,46082.7835912451
"X003",1241,46196.9081502355
"X003",1242,46261.8311792558
"X003",1243,33230.9424237628
"X003",1244,46139.5091259446
"X003",1245,50081.3120461709
"X003",1246,33421.7091266168
"X003",1247,49969.4529921709
"X003",1248,42439.660775148
"X003",1249,48909.3599621003
"X003",1250,33115.2471980178
"X003",1251,31090.6816170813
"X003",1252,37907.0904677061
"X003",1253,47802.3678002102
"X003",1254,46193.4211907371
"X003",1255,48849.7824415892
"X003",1256,35666.4782068389
"X003",1257,49301.3494070092
"X003",1258,35643.2818517233
"X003",1259,49260.6451678764
"X003",1260,42511.84308552
"X003",1261,40165.4073496848
"X003",1262,30914.5683210869
"X003",1263,35602.9185191664
"X003",1264,42604.8758893469
"X003",1265,44345.6749940967
"X003",1266,42365.0931109869
"X003",1267,46273.1065372174
"X003",1268,37999.5681043309
"X003",1269,38022.4202636363
"X003",1270,47614.3126940016
"X003",1271,30922.7160334521
"X003",1272,44576.9100823505
"X003",1273,38077.2579386566
"X003",1274,35588.6106810577
"X003",1275,33172.1030878752
"X003",1276,50096.9619457464
"X003",1277,33227.427545104
"X003",1278,46359.5402958582
"X003",1279,42435.3016676102
"X003",1280,33199.2992426268
"X003",1281,46322.6102119685
"X003",1282,47716.8645614332
"X003",1283,40273.3153310788
"X003",1284,46155.1401388427
"X003",1285,35473.7408853812
"X003",1286,31033.7637759279
"X003",1287,37879.7639044361
"X003",1288,47595.944974192
"X003",1289,50255.4939670307
"X003",1290,40289.7134840996
"X003",1291,30802.4366103999
"X003",1292,40311.5152071927
"X003",1293,42281.664354142
"X003",1294,47803.3950745135
"X003",1295,30821.7363336619
"X003",1296,37932.5140163452
"X003",1297,30740.59040191
"X003",1298,35556.8186618079
"X003",1299,50068.6106842332
"X003",1300,30957.0371132444
"X004",1201,23864.1070680634
"X004",1202,25795.4269052026
"X004",1203,26292.6907171594
"X004",1204,26813.1257034105
"X004",1205,25479.4362251784
"X004",1206,26163.4609859019
"X004",1207,23551.961060397
"X004",1208,27296.5054358608
"X004",1209,25733.0292442629
"X004",1210,24648.6431145886
"X004",1211,27226.6528405726
"X004",1212,24686.8903740313
"X004",1213,25359.2252794645
"X004",1214,26096.7453571202
"X004",1215,27352.2198121604
"X004",1216,24003.5408903303
"X004",1217,26721.6957102588
"X004",1218,23687.4893153186
"X004",1219,23782.6525687588
"X004",1220,26229.1554990928
"X004",1221,26109.4458236387
"X004",1222,25359.83010037
"X004",1223,24643.9699940517
"X004",1224,24660.4279211347
"X004",1225,27485.4895329029
"X004",1226,23829.8226058478
"X004",1227,24285.9986532743
"X004",1228,26274.4025725451
"X004",1229,24219.692390003
"X004",1230,23299.8406809104
"X004",1231,26501.8579059763
"X004",1232,27001.1539764463
"X004",1233,25260.6428818761
"X004",1234,24635.2833850549
"X004",1235,25813.9985959255
"X004",1236,25155.6859176356
"X004",1237,23491.2448129223
"X004",1238,25320.5029178936
"X004",1239,26475.2317332935
"X004",1240,25793.0708822954
"X004",1241,27336.5132780749
"X004",1242,25723.1943823345
"X004",1243,26581.0643453938
"X004",1244,25531.8591882145
"X004",1245,24122.0553898348
"X004",1246,27069.4805224694
"X004",1247,24196.723961092
"X004",1248,23495.3507861752
"X004",1249,25084.8196593057
"X004",1250,25441.1206125132
"X004",1251,25174.1971727829
"X004",1252,23805.8885667268
"X004",1253,27444.7279520409
"X004",1254,26835.9970089433
"X004",1255,25509.2252812012
"X004",1256,27182.6446354541
"X004",1257,24605.4727184418
"X004",1258,25493.8783311741
"X004",1259,26957.1915305241
"X004",1260,26964.7490435438
"X004",1261,24625.0713991513
"X004",1262,25336.9036446254
"X004",1263,25544.7276985479
"X004",1264,23447.3892540952
"X004",1265,24681.1617569042
"X004",1266,23388.5445518681
"X004",1267,23467.1455022697
"X004",1268,25097.6660797944
"X004",1269,27252.3278029219
"X004",1270,25234.622276827
"X004",1271,23861.0619066154
"X004",1272,23544.327443571
"X004",1273,23513.5425788377
"X004",1274,25377.56992948
"X004",1275,27129.905039887
"X004",1276,26960.8602450774
"X004",1277,25432.7814573951
"X004",1278,26334.6414971359
"X004",1279,24817.9810445955
"X004",1280,26373.1652159878
"X004",1281,25870.4485925271
"X004",1282,23473.1599695119
"X004",1283,23417.0919430544
"X004",1284,24496.2935460471
"X004",1285,26105.9920184892
"X004",1286,26229.1067550267
"X004",1287,24501.3396288711
"X004",1288,26457.5000047405
"X004",1289,24258.8207122068
"X004",1290,23392.7676875938
"X004",1291,23810.3148885407
"X004",1292,25746.8457512122
"X004",1293,23817.9194787374
"X004",1294,25147.0810394653
"X004",1295,24422.3018743516
"X004",1296,25518.8520297381
"X004",1297,27006.0686639507
"X004",1298,26937.7781473074
"X004",1299,25512.5077194264
"X004",1300,23442.0379538186
"X005",1201,22745.8967213847
"X005",1202,23280.2317786002
"X005",1203,24146.0192356869
"X005",1204,23805.1689448014
"X005",1205,21710.3497349003
"X005",1206,24091.5461372405
"X005",1207,23622.4448119358
"X005",1208,22822.9918086688
"X005",1209,22732.7343042202
"X005",1210,23986.5869282991
"X005",1211,23730.7408963049
"X005",1212,22708.742763902
"X005",1213,22547.2480519184
"X005",1214,22016.9181528736
"X005",1215,22278.8900010095
"X005",1216,21732.0227513791
"X005",1217,23078.1594047409
"X005",1218,22759.518244045
"X005",1219,22098.2489331033
"X005",1220,22691.2661777213
"X005",1221,23832.9988699297
"X005",1222,23054.4878102248
"X005",1223,22125.2980005865
"X005",1224,21670.8803912041
"X005",1225,21905.1988245133
"X005",1226,22296.7003518847
"X005",1227,23137.9704431202
"X005",1228,22602.4499535451
"X005",1229,24464.4069153265
"X005",1230,24169.7806157108
"X005",1231,24400.4814004311
"X005",1232,23655.9908128316
"X005",1233,24335.7865539641
"X005",1234,21932.3904482458
"X005",1235,22298.7920471286
"X005",1236,21774.2136727122
"X005",1237,23294.7858910142
"X005",1238,23200.3681747475
"X005",1239,22479.7802766698
"X005",1240,22341.5438305483
"X005",1241,22356.941893461
"X005",1242,24390.5560631118
"X005",1243,23054.0746474169
"X005",1244,22474.6238842629
"X005",1245,23426.533694633
"X005",1246,22193.2113782998
"X005",1247,24239.6970234719
"X005",1248,24444.2134646779
"X005",1249,22854.2419222152
"X005",1250,21689.2310915732
"X005",1251,23403.843152589
"X005",1252,21695.014068728
"X005",1253,23968.9729482511
"X005",1254,24263.632172921
"X005",1255,22461.7835659569
"X005",1256,23450.5870094061
"X005",1257,21735.8719558003
"X005",1258,23216.3947213323
"X005",1259,22322.2460850473
"X005",1260,23781.3685837359
"X005",1261,23602.7865310219
"X005",1262,23659.5428239297
"X005",1263,21703.8363732938
"X005",1264,23123.9314799298
"X005",1265,23216.5940388168
"X005",1266,24116.6013612658
"X005",1267,22970.5706434154
"X005",1268,22642.198418119
"X005",1269,24126.6568960325
"X005",1270,22298.8513495555
"X005",1271,23219.743297406
"X005",1272,22536.0950053668
"X005",1273,22118.5047192701
"X005",1274,22816.3502345166
"X005",1275,22020.5972909987
"X005",1276,23488.5717598581
"X005",1277,22867.0690405325
"X005",1278,24319.9668556598
"X005",1279,22984.2566701305
"X005",1280,23183.0680051749
"X005",1281,22128.3564253755
"X005",1282,22814.6784098908
"X005",1283,23123.9735867165
"X005",1284,23885.1922823031
"X005",1285,24300.1380072033
"X005",1286,24035.705083482
"X005",1287,21997.4357124785
"X005",1288,23549.1228662124
"X005",1289,24052.5823541789
"X005",1290,22401.2511601137
"X005",1291,22647.8965661381
"X005",1292,23473.2736766195
"X005",1293,23227.6556440256
"X005",1294,23898.217790677
"X005",1295,23572.3260886482
"X005",1296,24481.8880595588
"X005",1297,23343.2980439378
"X005",1298,24085.0537178741
"X005",1299,24317.8567125001
"X005",1300,24162.9174226766
"X006",1201,30005.1679154813
"X006",1202,35842.403862086
"X006",1203,35058.9506227789
"X006",1204,34460.4299810276
"X006",1205,28248.4108307773
"X006",1206,31821.5555535481
"X006",1207,34505.8441701207
"X006",1208,35040.2730937097
"X006",1209,27157.6229064839
"X006",1210,29977.0124809433
"X006",1211,30101.375734221
"X006",1212,29098.6665955727
"X006",1213,34139.2738946005
"X006",1214,35033.9686238158
"X006",1215,31827.050241912
"X006",1216,31831.7451240797
"X006",1217,31796.1537415606
"X006",1218,31857.5560809546
"X006",1219,31068.3526447483
"X006",1220,34403.2066009616
"X006",1221,29284.3244488854
"X006",1222,27310.7458619726
"X006",1223,35122.6575523188
"X006",1224,28163.8905074928
"X006",1225,30919.7984022012
"X006",1226,28196.4020066764
"X006",1227,33490.6609523047
"X006",1228,28151.4211406582
"X006",1229,29156.9484034743
"X006",1230,27210.8935087304
"X006",1231,31612.4669154458
"X006",1232,27290.7123466662
"X006",1233,34272.1606873432
"X006",1234,27139.695573439
"X006",1235,28944.6836104967
"X006",1236,30735.8672720794
"X006",1237,35860.9776662607
"X006",1238,35085.413988639
"X006",1239,31845.8277568975
"X006",1240,30072.1900259895
"X006",1241,34372.6397713733
"X006",1242,31022.1162304069
"X006",1243,33425.1170192246
"X006",1244,34346.0642107054
"X006",1245,29995.0388999471
"X006",1246,33453.8991164144
"X006",1247,35801.3000322804
"X006",1248,35041.4487477398
"X006",1249,31696.7262697777
"X006",1250,36077.974188762
"X006",1251,31868.7523192988
"X006",1252,31823.7730724588
"X006",1253,35889.6727267877
"X006",1254,29358.5868144223
"X006",1255,35768.3401665751
"X006",1256,32576.6595990421
"X006",1257,35848.1577832567
"X006",1258,28252.5294098461
"X006",1259,33553.4024909464
"X006",1260,35928.9351587122
"X006",1261,31905.1218498955
"X006",1262,29303.3190470746
"X006",1263,29945.8285912386
"X006",1264,35074.9130064869
"X006",1265,27373.2068755275
"X006",1266,30992.1504991516
"X006",1267,29140.0290363784
"X006",1268,32682.3677834594
"X006",1269,32655.5158141618
"X006",1270,27360.4590491766
"X006",1271,27308.8838806916
"X006",1272,33717.5627213029
"X006",1273,28042.0870170037
"X006",1274,33340.0409742248
"X006",1275,31641.4627692001
"X006",1276,31857.2392677522
"X006",1277,29074.8164695343
"X006",1278,30197.4444296129
"X006",1279,30154.7878506195
"X006",1280,29997.5414239668
"X006",1281,29144.84216196
"X006",1282,33430.7727663676
"X006",1283,30132.6169871462
"X006",1284,34256.9000150158
"X006",1285,34952.9530275128
"X006",1286,35056.9716018295
"X006",1287,35977.926877446
"X006",1288,35843.7606318832
"X006",1289,35110.0049808624
"X006",1290,27160.8092054893
"X006",1291,33533.7251161072
"X006",1292,31730.6009648699
"X006",1293,30819.4200959393
"X006",1294,27207.2427750234
"X006",1295,34373.6753318117
"X006",1296,29301.9763227775
"X006",1297,30867.1095816123
"X006",1298,35836.7260085619
"X006",1299,29874.1855186773
"X006",1300,30921.2850644483
"X007",1201,27370.5117787365
"X007",1202,26640.9907824916
"X007",1203,29397.8003928432
"X007",1204,26675.2258757952
"X007",1205,27450.1887685785
"X007",1206,26613.1470176731
"X007",1207,28079.3287244562
"X007",1208,28021.7156241206
"X007",1209,31911.5000930456
"X007",1210,28755.0870005814
"X007",1211,29343.1267196247
"X007",1212,30052.2096052055
"X007",1213,29382.3473172621
"X007",1214,26092.591650318
"X007",1215,26648.1256480949
"X007",1216,30030.5988086263
"X007",1217,25144.9209015586
"X007",1218,30761.3134706601
"X007",1219,26051.1338450644
"X007",1220,30095.0756738176
"X007",1221,25890.8768482793
"X007",1222,26745.6211352354
"X007",1223,29434.8804517998
"X007",1224,28172.5062372144
"X007",1225,29412.1214139133
"X007",1226,26095.9047263042
"X007",1227,29253.9849893326
"X007",1228,27231.1306779774
"X007",1229,28801.1300261003
"X007",1230,28607.1207041852
"X007",1231,28700.1287139726
"X007",1232,25189.219631518
"X007",1233,27214.0469627259
"X007",1234,31394.5510759807
"X007",1235,31437.9156611239
"X007",1236,32034.5745448195
"X007",1237,25832.3848116846
"X007",1238,26662.0636935138
"X007",1239,31842.6044360974
"X007",1240,32027.738044238
"X007",1241,32012.2321602326
"X007",1242,30138.6677269969
"X007",1243,25369.2229060181
"X007",1244,30667.8904445629
"X007",1245,26754.4445087533
"X007",1246,25456.1082812193
"X007",1247,25859.124275748
"X007",1248,30049.6969174006
"X007",1249,29316.7840096084
"X007",1250,30762.8635217695
"X007",1251,25361.2360245445
"X007",1252,30673.4857356013
"X007",1253,30686.0791285819
"X007",1254,30639.506477979
"X007",1255,30705.8243138357
"X007",1256,25833.8089575063
"X007",1257,30057.1860750831
"X007",1258,29521.5560523135
"X007",1259,29301.2260159546
"X007",1260,29796.0811292429
"X007",1261,29893.5081179266
"X007",1262,31761.5376422823
"X007",1263,27274.3872412769
"X007",1264,28036.0158969539
"X007",1265,26669.3769384006
"X007",1266,28794.3254288472
"X007",1267,29672.79284794
"X007",1268,29952.1089355439
"X007",1269,30154.5905082252
"X007",1270,31964.2894197893
"X007",1271,27350.1817418273
"X007",1272,30632.571354957
"X007",1273,31238.0583471172
"X007",1274,30677.7559379056
"X007",1275,32012.9628605911
"X007",1276,26666.9084682874
"X007",1277,30742.7334593844
"X007",1278,26742.6210787424
"X007",1279,30586.7649344399
"X007",1280,32036.0262364102
"X007",1281,28834.335408148
"X007",1282,29481.2651932072
"X007",1283,28173.668906437
"X007",1284,26652.2424617883
"X007",1285,31863.9001339584
"X007",1286,25284.9852185912
"X007",1287,31332.5662807068
"X007",1288,28660.8432074693
"X007",1289,26634.1464765841
"X007",1290,29213.2119238043
"X007",1291,25208.0509761884
"X007",1292,29606.8058673243
"X007",1293,30012.5454045257
"X007",1294,31317.5035457145
"X007",1295,29996.9859187115
"X007",1296,31404.735683741
"X007",1297,27293.047514079
"X007",1298,26600.5522870416
"X007",1299,30633.6013715565
"X007",1300,27203.9577913792
"X008",1201,30067.5749633673
"X008",1202,27077.6693860127
"X008",1203,36046.2099449467
"X008",1204,28071.9632042424
"X008",1205,36813.3796445738
"X008",1206,29183.279832695
"X008",1207,29002.689403669
"X008",1208,28097.5602273346
"X008",1209,36142.9993026453
"X008",1210,31160.3802146163
"X008",1211,32195.6900028868
"X008",1212,31003.060572924
"X008",1213,28005.2030642491
"X008",1214,36907.8677594833
"X008",1215,34054.1795064657
"X008",1216,32189.2129643239
"X008",1217,29048.2516567398
"X008",1218,29055.7079160282
"X008",1219,32058.2489118472
"X008",1220,33231.8496521626
"X008",1221,35011.5628492666
"X008",1222,27876.0651299892
"X008",1223,30993.1951510467
"X008",1224,30192.0977711202
"X008",1225,34054.5994004165
"X008",1226,35124.5217311996
"X008",1227,36924.8869972841
"X008",1228,29922.1736275179
"X008",1229,32234.0854118098
"X008",1230,30276.9993940479
"X008",1231,28087.5639055956
"X008",1232,27974.8396656791
"X008",1233,36003.0448550455
"X008",1234,32243.9247078179
"X008",1235,32103.2279031023
"X008",1236,29966.9210295772
"X008",1237,33299.7272976664
"X008",1238,32324.831878764
"X008",1239,27948.0836381947
"X008",1240,35168.9716853244
"X008",1241,32126.1576216571
"X008",1242,36891.8715264557
"X008",1243,35923.0548942544
"X008",1244,26925.7280518222
"X008",1245,33071.2891127041
"X008",1246,31237.0652291786
"X008",1247,33296.3072212951
"X008",1248,32033.8290754446
"X008",1249,36802.6754108267
"X008",1250,36835.7445738652
"X008",1251,34989.0121776911
"X008",1252,26935.9580783999
"X008",1253,29225.9981766485
"X008",1254,36116.2274220502
"X008",1255,29058.1401154756
"X008",1256,26991.6608606011
"X008",1257,27071.07516666
"X008",1258,35862.9685216293
"X008",1259,26975.9956768179
"X008",1260,32934.5144821499
"X008",1261,33288.4451637121
"X008",1262,34111.1864681603
"X008",1263,34276.7774126178
"X008",1264,36832.6755495625
"X008",1265,33125.5032612831
"X008",1266,27200.3192267023
"X008",1267,36921.697299437
"X008",1268,33993.1039977946
"X008",1269,29091.4277689723
"X008",1270,34052.952023729
"X008",1271,32357.5178766333
"X008",1272,27903.815010784
"X008",1273,30052.8958462011
"X008",1274,27038.5147187243
"X008",1275,29038.6117644018
"X008",1276,28113.7729803243
"X008",1277,36759.8847077589
"X008",1278,27945.6888956633
"X008",1279,36044.5312805206
"X008",1280,36991.0508920388
"X008",1281,36809.1934766999
"X008",1282,34120.506545497
"X008",1283,27823.1189176979
"X008",1284,36949.3766695872
"X008",1285,33933.4235174568
"X008",1286,36125.0025627439
"X008",1287,31197.2361427669
"X008",1288,33235.0000993743
"X008",1289,36107.3668801447
"X008",1290,35141.5240502709
"X008",1291,32291.2945523778
"X008",1292,36829.1280552964
"X008",1293,30063.3616805927
"X008",1294,33150.2804968985
"X008",1295,29022.9935347024
"X008",1296,28185.7180212457
"X008",1297,34170.4533971614
"X008",1298,28033.8763298008
"X008",1299,31034.8741911186
"X008",1300,29058.4200608127
"X009",1201,36727.0238413356
"X009",1202,32651.1327834547
"X009",1203,35158.9018853233
"X009",1204,41237.9007131774
"X009",1205,41998.7979065656
"X009",1206,31142.130408107
"X009",1207,37801.8411652954
"X009",1208,31185.1121489459
"X009",1209,37722.2270631147
"X009",1210,42267.2922077108
"X009",1211,42292.0369326658
"X009",1212,35162.5987753986
"X009",1213,34028.0804600466
"X009",1214,33948.0933361252
"X009",1215,29770.3391172209
"X009",1216,41100.1405067063
"X009",1217,33960.2935895883
"X009",1218,40109.4103111653
"X009",1219,40043.142731686
"X009",1220,32594.4539139456
"X009",1221,35173.2961435883
"X009",1222,39090.7652957796
"X009",1223,29724.4348786861
"X009",1224,40118.973264922
"X009",1225,34176.988749342
"X009",1226,31082.2666444349
"X009",1227,39148.2419575832
"X009",1228,37770.0380423312
"X009",1229,39048.6048927658
"X009",1230,31064.4593590687
"X009",1231,36574.4679887324
"X009",1232,33949.4974812704
"X009",1233,40266.2041916998
"X009",1234,39098.6333946548
"X009",1235,42159.5895751455
"X009",1236,32542.2141803682
"X009",1237,41224.1594862881
"X009",1238,33881.3829026268
"X009",1239,42266.7266752435
"X009",1240,31156.7368250256
"X009",1241,36672.4836903716
"X009",1242,32379.9540149259
"X009",1243,37929.214747563
"X009",1244,42167.1235838863
"X009",1245,32592.9925580168
"X009",1246,35126.8308057651
"X009",1247,36633.4254949221
"X009",1248,31055.6405205789
"X009",1249,35486.5442537918
"X009",1250,37980.8776319331
"X009",1251,36562.2700648797
"X009",1252,40201.5481759058
"X009",1253,32347.2812814959
"X009",1254,41238.0206551536
"X009",1255,37895.100133784
"X009",1256,42148.6731787268
"X009",1257,31160.1088701349
"X009",1258,29620.5769285615
"X009",1259,29726.1148374138
"X009",1260,29753.5883928944
"X009",1261,35283.0774515857
"X009",1262,32443.0758704463
"X009",1263,35356.3387730054
"X009",1264,42088.214212496
"X009",1265,29651.6910441278
"X009",1266,39108.2879321686
"X009",1267,29862.7110915773
"X009",1268,35449.9344411941
"X009",1269,29647.7128534153
"X009",1270,33861.8083644572
"X009",1271,38012.1569268825
"X009",1272,29752.6427318212
"X009",1273,36538.6812551922
"X009",1274,32574.6060060292
"X009",1275,39052.0885122774
"X009",1276,29560.0493769734
"X009",1277,39098.7240372208
"X009",1278,42261.0362779196
"X009",1279,40408.4662047003
"X009",1280,41125.1009504588
"X009",1281,41194.2652158224
"X009",1282,37969.6189267853
"X009",1283,34011.6248368605
"X009",1284,39002.2902459929
"X009",1285,39065.0978565118
"X009",1286,37624.5566612751
"X009",1287,35193.2353556189
"X009",1288,42125.6298903224
"X009",1289,35217.3996833043
"X009",1290,39014.0844489417
"X009",1291,34050.8262822968
"X009",1292,31114.2914264006
"X009",1293,33805.6207773957
"X009",1294,32464.5028355061
"X009",1295,32512.9850953702
"X009",1296,40143.4782067298
"X009",1297,42055.7648154882
"X009",1298,42053.3469930898
"X009",1299,40134.3949037015
"X009",1300,35290.300761397
"X010",1201,41079.9930125771
"X010",1202,39624.7543087274
"X010",1203,41192.5110905051
"X010",1204,44258.5798999008
"X010",1205,44402.0428441844
"X010",1206,34032.2674122692
"X010",1207,33922.1743242749
"X010",1208,44449.4849533352
"X010",1209,33966.7314993709
"X010",1210,35361.5469763014
"X010",1211,38375.4089641279
"X010",1212,42333.3994418081
"X010",1213,39927.1915716339
"X010",1214,35252.213472712
"X010",1215,42397.3670086324
"X010",1216,42080.5411914047
"X010",1217,42374.5079813913
"X010",1218,36805.8304711367
"X010",1219,43471.0347161608
"X010",1220,43351.2527349402
"X010",1221,44227.3427500435
"X010",1222,30618.8224259681
"X010",1223,33985.9614236717
"X010",1224,44408.8992242708
"X010",1225,36787.5906267892
"X010",1226,35365.1509665822
"X010",1227,41096.7392955837
"X010",1228,39680.6153746368
"X010",1229,42269.9729762269
"X010",1230,35352.16754267
"X010",1231,38577.6606067239
"X010",1232,30515.0112651376
"X010",1233,41178.0350197298
"X010",1234,32123.8921369815
"X010",1235,38239.5047834755
