"STORE_ID","PRODUCT_ID","MIN_SPACE","MAX_SPACE"
1206,"X012",4,11
1206,"X013",0,0
1206,"X014",2,6
1206,"X015",3,8
1206,"X016",2,4
1206,"X017",0,0
1206,"X018",4,9
1206,"X019",4,9
1206,"X020",0,0
1206,"X021",2,5
1206,"X022",1,2
1206,"X023",2,6
1206,"X024",2,6
1206,"X025",4,11
1206,"X026",4,9
1206,"X027",3,8
1206,"X028",4,11
1206,"X029",2,4
1206,"X030",1,2
1206,"X031",4,10
1206,"X032",5,12
1206,"X033",0,0
1206,"X034",3,8
1206,"X035",3,8
1206,"X036",2,4
1206,"X037",5,12
1206,"X038",4,10
1206,"X039",0,0
1206,"X040",2,5
1206,"X041",2,5
1206,"X042",4,9
1206,"X043",4,11
1206,"X044",2,6
1206,"X045",0,1
1206,"X046",4,11
1206,"X047",2,4
1206,"X048",5,12
1206,"X049",0,1
1206,"X050",4,11
1206,"X051",0,1
1206,"X052",2,5
1206,"X053",5,12
1206,"X054",5,12
1206,"X055",1,2
1206,"X056",2,4
1206,"X057",5,12
1206,"X058",3,8
1206,"X059",2,4
1206,"X060",0,0
1206,"X061",4,9
1206,"X062",2,4
1206,"X063",1,2
1206,"X064",3,8
1206,"X065",0,1
1206,"X066",1,2
1206,"X067",0,0
1206,"X068",3,8
1206,"X069",1,2
1206,"X070",0,1
1206,"X071",4,9
1206,"X072",3,8
1206,"X073",4,9
1206,"X074",0,0
1206,"X075",3,8
1206,"X076",2,6
1206,"X077",4,11
1206,"X078",3,8
1206,"X079",0,0
1206,"X080",2,6
1206,"X081",0,1
1206,"X082",4,9
1206,"X083",2,5
1206,"X084",2,4
1206,"X085",2,5
1206,"X086",5,12
1206,"X087",1,2
1206,"X088",2,4
1206,"X089",0,0
1206,"X090",2,4
1206,"X091",5,12
1206,"X092",0,1
1206,"X093",2,5
1206,"X094",3,8
1206,"X095",2,4
1206,"X096",4,10
1206,"X097",1,2
1206,"X098",3,8
1206,"X099",3,8
1206,"X100",2,4
1207,"X001",2,6
1207,"X002",1,2
1207,"X003",1,2
1207,"X004",0,0
1207,"X005",4,9
1207,"X006",4,10
1207,"X007",2,5
1207,"X008",1,2
1207,"X009",3,8
1207,"X010",1,2
1207,"X011",4,11
1207,"X012",3,8
1207,"X013",1,2
1207,"X014",2,5
1207,"X015",0,0
1207,"X016",3,8
1207,"X017",4,9
1207,"X018",0,0
1207,"X019",3,8
1207,"X020",2,4
1207,"X021",2,4
1207,"X022",5,12
1207,"X023",3,8
1207,"X024",4,9
1207,"X025",0,1
1207,"X026",2,5
1207,"X027",4,10
1207,"X028",4,9
1207,"X029",2,5
1207,"X030",1,2
1207,"X031",4,10
1207,"X032",1,2
1207,"X033",4,9
1207,"X034",4,10
1207,"X035",3,8
1207,"X036",0,1
1207,"X037",3,8
1207,"X038",3,8
1207,"X039",2,5
1207,"X040",0,1
1207,"X041",5,12
1207,"X042",4,10
1207,"X043",0,1
1207,"X044",5,12
1207,"X045",2,5
1207,"X046",2,4
1207,"X047",4,11
1207,"X048",3,8
1207,"X049",4,9
1207,"X050",4,9
1207,"X051",0,0
1207,"X052",3,8
1207,"X053",2,5
1207,"X054",4,11
1207,"X055",0,1
1207,"X056",3,8
1207,"X057",2,5
1207,"X058",3,8
1207,"X059",2,4
1207,"X060",2,6
1207,"X061",2,6
1207,"X062",0,0
1207,"X063",3,8
1207,"X064",2,5
1207,"X065",0,0
1207,"X066",2,5
1207,"X067",4,9
1207,"X068",4,9
1207,"X069",1,2
1207,"X070",2,4
1207,"X071",0,1
1207,"X072",5,12
1207,"X073",0,0
1207,"X074",4,10
1207,"X075",4,9
1207,"X076",0,1
1207,"X077",4,10
1207,"X078",5,12
1207,"X079",2,5
1207,"X080",2,4
1207,"X081",4,10
1207,"X082",2,6
1207,"X083",5,12
1207,"X084",3,8
1207,"X085",0,1
1207,"X086",4,9
1207,"X087",0,1
1207,"X088",2,6
1207,"X089",1,2
1207,"X090",4,9
1207,"X091",5,12
1207,"X092",5,12
1207,"X093",1,2
1207,"X094",4,9
1207,"X095",2,5
1207,"X096",2,4
1207,"X097",5,12
1207,"X098",4,10
1207,"X099",1,2
1207,"X100",4,9
1208,"X001",2,6
1208,"X002",5,12
1208,"X003",3,8
1208,"X004",5,12
1208,"X005",2,5
1208,"X006",4,11
1208,"X007",2,5
1208,"X008",0,1
1208,"X009",0,1
1208,"X010",5,12
1208,"X011",0,0
1208,"X012",5,12
1208,"X013",2,6
1208,"X014",4,10
1208,"X015",4,11
1208,"X016",2,5
1208,"X017",2,4
1208,"X018",0,1
1208,"X019",4,10
1208,"X020",2,4
1208,"X021",4,11
1208,"X022",2,4
1208,"X023",4,10
1208,"X024",1,2
1208,"X025",4,9
1208,"X026",4,9
1208,"X027",4,10
1208,"X028",4,9
1208,"X029",2,5
1208,"X030",0,1
1208,"X031",1,2
1208,"X032",4,9
1208,"X033",2,6
1208,"X034",4,11
1208,"X035",3,8
1208,"X036",2,6
1208,"X037",2,4
1208,"X038",4,9
1208,"X039",4,11
1208,"X040",4,10
1208,"X041",4,10
1208,"X042",2,4
1208,"X043",5,12
1208,"X044",1,2
1208,"X045",1,2
1208,"X046",1,2
1208,"X047",3,8
1208,"X048",4,10
1208,"X049",2,5
1208,"X050",4,11
1208,"X051",2,6
1208,"X052",2,6
1208,"X053",4,10
1208,"X054",0,0
1208,"X055",1,2
1208,"X056",2,4
1208,"X057",2,5
1208,"X058",2,6
1208,"X059",0,1
1208,"X060",3,8
1208,"X061",2,5
1208,"X062",4,11
1208,"X063",2,5
1208,"X064",5,12
1208,"X065",3,8
1208,"X066",4,10
1208,"X067",0,0
1208,"X068",4,10
1208,"X069",0,0
1208,"X070",1,2
1208,"X071",3,8
1208,"X072",5,12
1208,"X073",2,4
1208,"X074",4,10
1208,"X075",2,6
1208,"X076",2,5
1208,"X077",3,8
1208,"X078",2,6
1208,"X079",5,12
1208,"X080",4,11
1208,"X081",2,4
1208,"X082",5,12
1208,"X083",2,6
1208,"X084",4,11
1208,"X085",0,1
1208,"X086",0,1
1208,"X087",2,6
1208,"X088",2,4
1208,"X089",1,2
1208,"X090",2,6
1208,"X091",5,12
1208,"X092",2,5
1208,"X093",1,2
1208,"X094",0,0
1208,"X095",5,12
1208,"X096",4,10
1208,"X097",4,10
1208,"X098",2,5
1208,"X099",1,2
1208,"X100",2,6
1209,"X001",3,8
1209,"X002",2,4
1209,"X003",0,1
1209,"X004",3,8
1209,"X005",2,5
1209,"X006",0,0
1209,"X007",5,12
1209,"X008",4,11
1209,"X009",3,8
1209,"X010",1,2
1209,"X011",2,4
1209,"X012",0,0
1209,"X013",4,11
1209,"X014",2,6
1209,"X015",2,6
1209,"X016",2,5
1209,"X017",5,12
1209,"X018",4,11
1209,"X019",2,4
1209,"X020",2,4
1209,"X021",0,1
1209,"X022",5,12
1209,"X023",2,6
1209,"X024",4,9
1209,"X025",1,2
1209,"X026",2,4
1209,"X027",3,8
1209,"X028",2,5
1209,"X029",0,1
1209,"X030",2,4
1209,"X031",2,6
1209,"X032",4,10
1209,"X033",5,12
1209,"X034",2,4
1209,"X035",0,0
1209,"X036",2,5
1209,"X037",2,6
1209,"X038",0,1
1209,"X039",4,11
1209,"X040",4,11
1209,"X041",0,0
1209,"X042",4,9
1209,"X043",4,9
1209,"X044",2,4
1209,"X045",5,12
1209,"X046",4,11
1209,"X047",0,0
1209,"X048",2,6
1209,"X049",5,12
1209,"X050",3,8
1209,"X051",2,6
1209,"X052",4,11
1209,"X053",2,5
1209,"X054",4,10
1209,"X055",4,11
1209,"X056",2,4
1209,"X057",4,11
1209,"X058",0,1
1209,"X059",2,5
1209,"X060",4,10
1209,"X061",1,2
1209,"X062",4,10
1209,"X063",1,2
1209,"X064",4,11
1209,"X065",4,11
1209,"X066",5,12
1209,"X067",5,12
1209,"X068",2,6
1209,"X069",0,1
1209,"X070",5,12
1209,"X071",2,6
1209,"X072",1,2
1209,"X073",2,6
1209,"X074",2,5
1209,"X075",4,11
1209,"X076",4,9
1209,"X077",4,11
1209,"X078",2,4
1209,"X079",3,8
1209,"X080",4,11
1209,"X081",0,0
1209,"X082",0,0
1209,"X083",2,6
1209,"X084",0,0
1209,"X085",3,8
1209,"X086",0,0
1209,"X087",5,12
1209,"X088",1,2
1209,"X089",3,8
1209,"X090",0,0
1209,"X091",4,10
1209,"X092",2,5
1209,"X093",4,11
1209,"X094",2,4
1209,"X095",3,8
1209,"X096",0,1
1209,"X097",4,10
1209,"X098",5,12
1209,"X099",3,8
1209,"X100",1,2
1210,"X001",4,9
1210,"X002",4,9
1210,"X003",4,11
1210,"X004",2,4
1210,"X005",4,11
1210,"X006",2,4
1210,"X007",2,6
1210,"X008",2,5
1210,"X009",5,12
1210,"X010",2,4
1210,"X011",4,9
1210,"X012",3,8
1210,"X013",2,6
1210,"X014",2,6
1210,"X015",0,1
1210,"X016",0,1
1210,"X017",1,2
1210,"X018",0,0
1210,"X019",4,11
1210,"X020",4,10
1210,"X021",1,2
1210,"X022",4,9
1210,"X023",2,6
1210,"X024",2,4
1210,"X025",2,5
1210,"X026",1,2
1210,"X027",0,1
1210,"X028",4,11
1210,"X029",1,2
1210,"X030",2,4
1210,"X031",4,9
1210,"X032",2,4
1210,"X033",2,6
1210,"X034",2,6
1210,"X035",5,12
1210,"X036",5,12
1210,"X037",2,4
1210,"X038",0,0
1210,"X039",4,11
1210,"X040",5,12
1210,"X041",4,9
1210,"X042",2,5
1210,"X043",5,12
1210,"X044",0,0
1210,"X045",2,5
1210,"X046",3,8
1210,"X047",3,8
1210,"X048",1,2
1210,"X049",1,2
1210,"X050",4,10
1210,"X051",4,9
1210,"X052",3,8
1210,"X053",5,12
1210,"X054",4,10
1210,"X055",4,10
1210,"X056",4,10
1210,"X057",5,12
1210,"X058",2,6
1210,"X059",2,6
1210,"X060",4,9
1210,"X061",5,12
1210,"X062",2,4
1210,"X063",4,9
1210,"X064",4,9
1210,"X065",4,11
1210,"X066",0,0
1210,"X067",4,11
1210,"X068",4,11
1210,"X069",4,10
1210,"X070",4,11
1210,"X071",1,2
1210,"X072",1,2
1210,"X073",4,9
1210,"X074",5,12
1210,"X075",2,6
1210,"X076",5,12
1210,"X077",2,5
1210,"X078",0,0
1210,"X079",0,0
1210,"X080",2,4
1210,"X081",2,6
1210,"X082",2,6
1210,"X083",4,10
1210,"X084",0,0
1210,"X085",1,2
1210,"X086",0,1
1210,"X087",4,11
1210,"X088",0,1
1210,"X089",2,5
1210,"X090",4,10
1210,"X091",2,4
1210,"X092",4,10
1210,"X093",2,4
1210,"X094",2,6
1210,"X095",5,12
1210,"X096",4,10
1210,"X097",0,0
1210,"X098",0,0
1210,"X099",4,9
1210,"X100",3,8
1211,"X001",4,10
1211,"X002",5,12
1211,"X003",0,0
1211,"X004",5,12
1211,"X005",4,10
1211,"X006",2,4
1211,"X007",3,8
1211,"X008",2,6
1211,"X009",5,12
1211,"X010",2,6
1211,"X011",4,9
1211,"X012",3,8
1211,"X013",1,2
1211,"X014",4,10
1211,"X015",1,2
1211,"X016",3,8
1211,"X017",5,12
1211,"X018",5,12
1211,"X019",4,11
1211,"X020",2,5
1211,"X021",4,10
1211,"X022",1,2
1211,"X023",0,1
1211,"X024",4,11
1211,"X025",3,8
1211,"X026",0,0
1211,"X027",2,4
1211,"X028",4,11
1211,"X029",4,10
1211,"X030",0,0
1211,"X031",2,5
1211,"X032",3,8
1211,"X033",2,6
1211,"X034",4,10
1211,"X035",4,11
1211,"X036",2,6
1211,"X037",2,4
1211,"X038",4,10
1211,"X039",2,5
1211,"X040",2,4
1211,"X041",1,2
1211,"X042",2,5
1211,"X043",3,8
1211,"X044",5,12
1211,"X045",2,6
1211,"X046",1,2
1211,"X047",2,4
1211,"X048",4,9
1211,"X049",0,0
1211,"X050",5,12
1211,"X051",0,0
1211,"X052",4,9
1211,"X053",2,4
1211,"X054",2,5
1211,"X055",3,8
1211,"X056",0,1
1211,"X057",2,4
1211,"X058",2,6
1211,"X059",4,11
1211,"X060",4,9
1211,"X061",4,9
1211,"X062",0,1
1211,"X063",3,8
1211,"X064",4,11
1211,"X065",3,8
1211,"X066",0,1
1211,"X067",2,6
1211,"X068",0,1
1211,"X069",2,6
1211,"X070",1,2
1211,"X071",2,5
1211,"X072",1,2
1211,"X073",4,9
1211,"X074",4,11
1211,"X075",2,5
1211,"X076",4,10
1211,"X077",4,11
1211,"X078",1,2
1211,"X079",1,2
1211,"X080",0,0
1211,"X081",4,9
1211,"X082",3,8
1211,"X083",2,6
1211,"X084",2,5
1211,"X085",3,8
1211,"X086",1,2
1211,"X087",0,0
1211,"X088",2,6
1211,"X089",5,12
1211,"X090",2,4
1211,"X091",1,2
1211,"X092",1,2
1211,"X093",2,4
1211,"X094",3,8
1211,"X095",0,1
1211,"X096",3,8
1211,"X097",2,6
1211,"X098",2,5
1211,"X099",2,6
1211,"X100",4,11
1212,"X001",4,11
1212,"X002",4,9
1212,"X003",5,12
1212,"X004",2,4
1212,"X005",2,5
1212,"X006",1,2
1212,"X007",4,9
1212,"X008",2,5
1212,"X009",2,5
1212,"X010",4,10
1212,"X011",2,6
1212,"X012",2,6
1212,"X013",0,1
1212,"X014",4,10
1212,"X015",2,6
1212,"X016",0,1
1212,"X017",0,1
1212,"X018",4,9
1212,"X019",3,8
1212,"X020",2,6
1212,"X021",0,0
1212,"X022",0,0
1212,"X023",4,11
1212,"X024",1,2
1212,"X025",2,4
1212,"X026",3,8
1212,"X027",3,8
1212,"X028",3,8
1212,"X029",4,11
1212,"X030",4,10
1212,"X031",2,5
1212,"X032",4,11
1212,"X033",4,9
1212,"X034",1,2
1212,"X035",0,0
1212,"X036",2,5
1212,"X037",4,10
1212,"X038",2,4
1212,"X039",4,11
1212,"X040",0,0
1212,"X041",3,8
1212,"X042",1,2
1212,"X043",2,4
1212,"X044",0,0
1212,"X045",2,4
1212,"X046",4,11
1212,"X047",2,4
1212,"X048",4,9
1212,"X049",2,6
1212,"X050",4,11
1212,"X051",2,5
1212,"X052",2,6
1212,"X053",2,6
1212,"X054",4,10
1212,"X055",0,1
1212,"X056",2,6
1212,"X057",4,10
1212,"X058",5,12
1212,"X059",2,4
1212,"X060",1,2
1212,"X061",0,0
1212,"X062",2,5
1212,"X063",4,10
1212,"X064",4,11
1212,"X065",4,11
1212,"X066",4,10
1212,"X067",3,8
1212,"X068",4,10
1212,"X069",4,9
1212,"X070",3,8
1212,"X071",1,2
1212,"X072",2,4
1212,"X073",2,6
1212,"X074",0,0
1212,"X075",5,12
1212,"X076",2,5
1212,"X077",4,11
1212,"X078",2,6
1212,"X079",3,8
1212,"X080",4,9
1212,"X081",5,12
1212,"X082",2,4
1212,"X083",3,8
1212,"X084",2,5
1212,"X085",3,8
1212,"X086",2,4
1212,"X087",4,11
1212,"X088",2,5
1212,"X089",3,8
1212,"X090",5,12
1212,"X091",4,11
1212,"X092",4,11
1212,"X093",2,6
1212,"X094",2,4
1212,"X095",3,8
1212,"X096",2,5
1212,"X097",2,4
1212,"X098",0,1
1212,"X099",0,0
1212,"X100",4,9
1213,"X001",2,6
1213,"X002",5,12
1213,"X003",2,4
1213,"X004",2,6
1213,"X005",2,4
1213,"X006",4,10
1213,"X007",3,8
1213,"X008",0,1
1213,"X009",2,4
1213,"X010",3,8
1213,"X011",2,6
1213,"X012",5,12
1213,"X013",4,10
1213,"X014",0,0
1213,"X015",4,9
1213,"X016",0,1
1213,"X017",4,11
1213,"X018",2,5
1213,"X019",2,5
1213,"X020",0,0
1213,"X021",4,10
1213,"X022",4,11
1213,"X023",2,6
1213,"X024",2,5
1213,"X025",5,12
1213,"X026",3,8
1213,"X027",1,2
1213,"X028",2,6
1213,"X029",2,5
1213,"X030",0,1
1213,"X031",3,8
1213,"X032",1,2
1213,"X033",4,10
1213,"X034",2,5
1213,"X035",2,5
1213,"X036",3,8
1213,"X037",4,10
1213,"X038",4,9
1213,"X039",0,0
1213,"X040",2,4
1213,"X041",4,11
1213,"X042",2,5
1213,"X043",2,6
1213,"X044",2,4
1213,"X045",2,4
1213,"X046",2,6
1213,"X047",5,12
1213,"X048",3,8
1213,"X049",0,0
1213,"X050",0,0
1213,"X051",0,0
1213,"X052",1,2
1213,"X053",4,11
1213,"X054",2,5
1213,"X055",0,1
1213,"X056",1,2
1213,"X057",4,11
1213,"X058",0,1
1213,"X059",4,10
1213,"X060",4,9
1213,"X061",0,0
1213,"X062",0,1
1213,"X063",2,5
1213,"X064",2,6
1213,"X065",4,11
1213,"X066",4,10
